article,sentence,keyword,cause/effect,content
16,39,导致,cause,马斯克表示，特斯拉之前已经犯错把服务所用配件储存在流动仓库，而不是本地服务中心，,40,7,39
16,39,导致,effect,一次简单的维修可能需要花费几天时间等待配件到位。,24,1,23
17,17,因,cause,踩雷卡夫亨氏,6,1,6
17,17,因,effect,伯克希尔哈撒韦公司账面损失逾40亿美元。,20,1,19
17,23,导致,cause,其进一步解释说，凯迪生态出现流动性危机，主要来源于内外部因素：一是市场整体环境恶化，,42,34,41
17,23,导致,effect,流动性紧缩；,6,1,5
17,28,@,cause,“其实机构在做出投资,10,0,0
17,28,@,effect,之前，都需要经过内部层层调研、审核、评估等流程。,24,0,0
17,31,@,cause,“投资存在很多不确定性因素，任何环节都有可能,22,0,0
17,31,@,effect,投资失败。”,6,0,0
17,50,因,cause,债务人无法如期完成偿付，部分基金产品无法及时取得资金回流及实施分配,33,1,33
17,50,因,effect,存续期相应延长。,8,1,7
17,55,@,cause,某业内分析人士曾对《国际金融报》记者分析，可能当时中信资本是以债权的形式借款给东方金钰，而不是参与网贷平台,53,0,0
17,55,@,effect,涉及金额可以高达数亿元。,12,0,0
17,69,@,cause,当前，项目团队将严格依据法律法规、基金合同，继续,24,0,0
17,69,@,effect,通过法律程序处置相关担保物及债务人其他资产，并基于基金产品对相关资产拥有的权利，积极寻求其他退出方式。,51,0,0
17,72,因,cause,抵质押资产和查封冻结资产类别较多，未来执行过程中还有大量工作需要做，管理人一直积极努力与执行法院沟通,50,1,33
17,72,因,effect,争取尽快收回债权本息金额。,13,0,0
17,84,引发,cause,“投资私募基金产品，遇到兑付危机，会,18,2,16
17,84,引发,effect,投资合同诉讼或者仲裁。”,12,1,10
20,1,决定,cause,鉴于近期证券市场的巨大波动，协议各方对标的公司估值存在较大差异，经友好协商，协议各方,42,1,31
20,1,决定,effect,终止该收购项目，并于2018年10月12日签署了股权转让框架协议之解除协议。,38,1,37
22,0,@,cause,,41,0,0
22,0,@,effect,,21,0,0
22,6,@,cause,是否存在将公司资金通过《现金管理合作协议》存入康得投资集团及其关联人控制的账户的情形，是否,45,0,0
22,6,@,effect,康得投资集团非经营性占用上市公司资金。,19,0,0
22,23,@,cause,,0,0,0
22,23,@,effect,,20,0,0
22,50,@,cause,本次增资后不会,7,0,0
22,50,@,effect,公司实际控制人发生变更。,12,0,0
22,51,@,cause,,0,0,0
22,51,@,effect,,55,0,0
24,2,@,cause,与其预警金融危机，不如让做空机制更好地发挥作用,23,0,0
24,2,@,effect,让市场可以实现更有效的价格发现和价格修正功能。,23,0,0
24,5,导致,cause,让子弹再飞一会，不需要急于去救助，过度防范会,22,18,21
24,5,导致,effect,很多风险定价工具和市场自律机制无法正常发育。,22,1,21
24,13,@,cause,这就,2,0,0
24,13,@,effect,，所有基于公开信息和理论模型能够反复地、成功地做到的预警，最终是不可能发生的。,39,0,0
24,16,@,cause,一些有效市场假说、理性预期理论的捍卫者提出非常重要的反驳就是，如果危机是可以预期的，市场早就把它预期到了，并可以基于这种预期获利，但这反过头来又会,73,0,0
24,16,@,effect,危机预警失效。,7,0,0
24,28,@,cause,如果市场能对危机有一些警觉，它自己就会采取很多修正措施，反过来,31,0,0
24,28,@,effect,危机不会发生，或者明显降低其破坏力。,18,0,0
24,31,@,cause,，现实中的很多市场是没法做空的，例如房地产市场。,24,0,0
24,31,@,effect,一个重要,4,0,0
24,35,引发,cause,例如，美国房地产泡沫,10,4,10
24,35,引发,effect,危机，部分原因正是因为美国房地产市场难以做空。,23,1,2
24,38,因为,cause,对于机构投资者管理风险而言,13,0,0
24,38,因为,effect,卖空股指期货远比卖空一揽子现货有效率得多。,21,0,0
24,44,@,cause,金融市场定价过程中存在一些基本的悖论。,19,0,0
24,44,@,effect,我认为更深刻,6,0,0
24,49,使得,cause,这种矛盾,4,1,4
24,49,使得,effect,金融市场在一些时候走的太远：如果沿着悲观的方向走得太远，未来市场就可能大幅上涨；,40,1,13
24,54,@,cause,作为一种全新的改变人类社会生活和组织方式的技术，互联网技术将会给人类社会,36,0,0
24,54,@,effect,重大的影响，如何评估和预期这种影响？,18,0,0
24,91,使得,cause,在这一过程中，最重要的传导链条是金融市场影响了宏观经济，,28,17,27
24,91,使得,effect,经济减速，反过来这又对金融市场形成了广泛压力。,23,1,4
24,94,造成,cause,一定要干预的话，也要着眼于宏观经济的稳定——一旦市场大幅修正带来的财富效应等,38,25,38
24,94,造成,effect,了宏观经济失速的风险，政府就必须要干预它。,21,1,10
24,97,由于,cause,契约的特点和时间约束，很容易出现大问题,19,1,10
24,97,由于,effect,并非常快速地传导下去。,11,0,0
24,99,引起,cause,那么，债权市场巨大的修正就包含相互纠缠的三个问题：其一，这会,30,4,12
24,99,引起,effect,局部的流动性危机；,9,1,8
24,100,@,cause,其二，可能还会,7,0,0
24,100,@,effect,一定范围内的清偿力危机，并且流动性危机和清偿力危机是相互纠缠、相互关联、相互强化的；,42,0,0
24,101,@,cause,其三，可能还会,7,0,0
24,101,@,effect,整个经济活动严重失速。,11,0,0
24,102,导致,cause,即使资产价格原来是健康的，如果债权市场出现了系统性风险，反过头来会导致资产价格大幅修正，即严重的信用市场收缩会,55,46,54
24,102,导致,effect,资产价格大幅度的修正和宏观经济的严重失速，这又反过来会强化这一过程。,34,1,33
24,103,触发,cause,所以，沿着流动性的链条，金融系统会走入风险扩散和加剧的过程，而这会,33,13,29
24,103,触发,effect,清偿力的链条。,7,1,6
24,121,使,cause,第一个悖论，不干预也许是更好的选择，有助于克服道德风险，,28,7,27
24,121,使,effect,金融市场变得更有生命力、更强健。,16,1,15
24,127,@,cause,这种悖论,4,0,0
24,127,@,effect,政策制定者往往干脆等出了危机再去救助，功劳一目了然。,26,0,0
24,129,@,cause,从激励机制上讲，这个悖论,12,0,0
24,129,@,effect,即便能够及时预警和出手，也不会有事前的有效干预。,24,0,0
24,133,@,cause,应对危机时选择不干预，市场会克服道德风险，并将会自我修正,28,0,0
24,133,@,effect,变得更强健。,6,0,0
24,134,@,cause,毛主席曾说，危机暴露了敌人，教育了群众，有很多积极,25,0,0
24,134,@,effect,。,1,0,0
24,139,使得,cause,2008年，房地产市场,11,7,11
24,139,使得,effect,美国整个金融体系资本充足问题受到了非常严重的损害，叠加高杠杆和批发市场的挤提，成为系统性问题。,47,1,46
24,149,因为,cause,这一强大的心理基础和隐含的心理预期的存在,20,1,20
24,149,因为,effect,中国很难发生系统性金融危机。,14,1,13
24,151,使得,cause,中国现在的问题，恰恰是对危机的过度防范,19,12,19
24,151,使得,effect,很多风险定价工具和交易市场不能够正常发育起来，存在太多的道德风险。,33,1,32
24,155,@,cause,这,1,0,0
24,155,@,effect,政府在最终进行系统性救助时拥有足够的清偿能力和流动性提供手段。,31,0,0
25,3,@,cause,一旦错，一旦出事，就有可能,13,0,0
25,3,@,effect,整个技术的推进停滞一年到两年。,15,0,0
27,4,造成,cause,,0,0,0
27,4,造成,effect,猎豹移动股价剧烈波动及恶劣影响。,16,1,15
27,5,@,cause,对此，猎豹移动,7,0,0
27,5,@,effect,,0,0,0
27,9,造成,cause,,0,0,0
27,9,造成,effect,猎豹移动股价剧烈波动及恶劣影响。,16,1,15
27,10,@,cause,对此，猎豹移动,7,0,0
27,10,@,effect,,0,0,0
27,21,造成,cause,,0,0,0
27,21,造成,effect,猎豹移动股价剧烈波动及恶劣影响。,16,1,15
30,0,因,cause,在发布的文章中套用风水迷信“解读”望京SOHO的布局设计,28,1,28
30,0,因,effect,微信公众号“S神棍局S”运营公司被诉至法院。,22,1,21
32,8,@,cause,与此同时，电影管理工作明显加强，阵地建设巩固拓展，人民院线、全国艺术电影放映联盟迅速发展，院线改革进一步深化，国家电影管理部门出台了《关于加快电影院建设,76,0,0
32,8,@,effect,电影市场繁荣发展的意见》，明确指出到2020年，我国电影银幕将达到8万块。,37,0,0
32,29,@,cause,王晓晖指出，电影的发展应与国家发展目标相对接，为实现中国梦提供强有力的支撑，要坚定不移地,44,0,0
32,29,@,effect,我国由电影大国向电影强国迈进，到2035年要实现电影强国的目标。,32,0,0
32,40,@,cause,电影在文化产业中具有带动引领,14,0,0
32,40,@,effect,，目前我国有持续影视创作能力的企业有800多家，创造了大量就业岗位，对经济发展拉动很大，电影放映场所带动了周边消费。,58,0,0
32,55,导致,cause,王晓晖还表示，要加强行风道德建设，这些年有一些很有造诣的演员出了问题，感到特别痛心，一些好的电影也因为这些出了问题的演员导致无法上映，,67,42,66
32,55,导致,effect,投资方血本无归，希望公众人士洁身自好。,19,1,18
33,0,@,cause,导语：新消费从整个现状和趋势来说，我们主要是想解决具象化的问题，从可以感知到的产品创新之外，它对整个宏观经济实体产生哪些拉动,62,0,0
33,0,@,effect,？,1,0,0
33,5,@,cause,新消费从整个现状和趋势来说，我们主要是想解决具象化的问题，从可以感知到的产品创新之外，它对整个宏观经济实体产生哪些拉动,59,0,0
33,5,@,effect,，它在改变世界这个问题上具体做了哪些事情？,21,0,0
33,11,@,cause,整个消费的增长对于实体经济的增长起到至关重要的核心拉动力,28,0,0
33,11,@,effect,。,1,0,0
33,16,@,cause,下面会详细分析综合的拉动力，它的增长,18,0,0
33,16,@,effect,哪些方面？,5,0,0
33,17,@,cause,第一个原因，这种线上线下流程的重新升级，按照消费者的需求场景重新重构购物流程，而不是原有地生产思维，不是按照原有的线上模块、线下模块简单拼凑生产思维，而是,77,0,0
33,17,@,effect,体验上的提升，催生的是消费的最大满足和消费规模的提升。,27,0,0
33,20,使,cause,创业方向的不设限，,9,1,8
33,20,使,effect,我们看到市场的增量。,10,1,9
33,30,以至于,cause,但是对比出口，包括刚才说到的三驾马车是出口，从出口观察到，不管是学界、政府，还是企业都关注到这个市场,50,30,50
33,30,以至于,effect,政府从政策上，产业从产业配套上进行投入。,20,1,19
33,33,从而,cause,IP和文创产业的加入，使得这些商品有了新的附加值,24,1,24
33,33,从而,effect,拉升IP值，这是文创的加入，左侧是来自文化领域的报告数据。,29,11,28
33,46,@,cause,同时在新的玩法上，从让客户知道到随时随刻,20,0,0
33,46,@,effect,客户的消费。,6,0,0
33,47,@,cause,我们尝试梳理足够多地数据，包括人工智能、区块链、云计算、大数据等于各个细分纬度下，我们尝试梳理整个技术角度，哪些技术,58,0,0
33,47,@,effect,了新零售的发展。,8,0,0
33,48,@,cause,时间关系，我们做了很多数据研究和产业数据，今天没办法一一作介绍,31,0,0
33,48,@,effect,如果大家感兴趣可以关注艾瑞微信公众号的小程序。,23,0,0
35,6,@,cause,王菊介绍，为了实现规划制定的发展目标，规划同时制定了5项主要任务，分别是需求牵引,40,0,0
35,6,@,effect,加氢基础设施网络建设，区域联动加快燃料电池汽车推广应用，加强统筹构建加氢基础设施保障体系，优势互补探索可持续发展的商业模式和协同高效完善政策、法规和标准体系。,79,0,0
36,22,@,cause,经过全球多年、多次的实验验证，每天使用含氟牙膏确定有预防龋齿的,31,0,0
36,22,@,effect,。,1,0,0
39,20,由于,cause,积极支持首套房、改善性购房融资需求,17,0,0
39,20,由于,effect,有力推进个人住房按揭贷款余额较快增长。,19,0,0
39,25,使得,cause,除兴义万丰亏损外，马上消费金融以及三峡银行去年业绩均有所增长，这也,33,1,30
39,25,使得,effect,重庆银行从联营企业中分享利润2.20亿元，较上年增加0.42亿元，增幅23.6%。,41,1,40
40,2,@,cause,交通运输部海事局局长曹德胜在此间告诉记者，我国重视女性海员的教育和培训，积极,38,0,0
40,2,@,effect,她们的公平就业。,8,0,0
42,1,由于,cause,之前全面暂停了向中国通讯设备巨头华为技术出货的电子零部件，现在已经确认和美国禁令的设备并不抵触，,48,1,47
42,1,由于,effect,已经重启了相应供货。,10,1,9
43,1,导致,cause,由于甲状腺疾病症状隐匿且不典型，,16,1,15
43,1,导致,effect,公众对该疾病的知晓率偏低、整体规范治疗率不足，专家呼吁要重视甲状腺健康，高危人群要及时进行甲状腺功能（简称“甲功”）检查。,61,1,22
43,16,从而,cause,许多甲状腺疾病症状隐匿，缺乏特异性，导致公众对该疾病的知晓率偏低、整体规范治疗率不足,42,1,42
43,16,从而,effect,延误治疗甚至误诊。,9,1,8
43,18,导致,cause,特别是备孕期、妊娠期女性更要关注，甲状腺疾病严重影响着孕妈和胎儿的健康，会,37,18,35
43,18,导致,effect,妊娠高血压、胎盘剥离、自发性流产、胎儿窘迫、早产以及低出生体重儿、胎儿智力发育障碍等危害。,45,1,44
43,26,由于,cause,甲减症状隐匿,6,1,6
43,26,由于,effect,许多患者都是去医院做了甲状腺功能检查才发现患有甲状腺疾病。”,30,1,28
44,16,由于,cause,担心随后可能出现的高关税,12,1,12
44,16,由于,effect,特斯拉正赶着往中国运送Model3电动轿车。,22,1,21
44,20,因此,cause,2月15日午间消息，在今日上午的月度全员会上，滴滴CEO程维宣布公司将做好过冬准备，2019年会聚焦当前最重要的出行主业，继续加大安全和合规投入、提升效率,77,11,77
44,20,因此,effect,将对非主业进行“关停并转”，对业务重组带来的岗位重叠和绩效不达标的员工进行减员，整体裁员比例占到全员的15%，涉及2000人左右。,65,1,64
45,1,@,cause,但外资在我国投资增长中,11,0,0
45,1,@,effect,的加大，客观上需要我国的经济决策与其他国家更好地沟通，我们的政策需要增加可预见性，我们的金融市场要与境外投资者建立更多的互信。,63,0,0
45,2,@,cause,否则外资就可能频繁进出，就会对我国经济,19,0,0
45,2,@,effect,冲击。,3,0,0
46,29,@,cause,给战斗填写价签的,8,0,0
46,29,@,effect,是对手。,4,0,0
46,46,@,cause,齐向东特别想去，但最终,11,0,0
46,46,@,effect,放弃，“一百个头都磕了，别最后这一哆嗦（坏了事）”。,26,0,0
46,54,因为,cause,资本结构的原因,7,1,7
46,54,因为,effect,上市至少要再拖两年。,10,1,9
46,75,由于,cause,周鸿祎放弃了手机业务，360智能硬件虽然多，能打的不多,27,1,10
46,75,由于,effect,能当核心的更是一个都没有。,13,0,0
46,77,@,cause,我还活着,4,0,0
46,77,@,effect,我就拼命干。,6,0,0
53,11,@,cause,对违规使用、疏于管理并,11,0,0
53,11,@,effect,不良影响的教育行政部门、学校和教师要严肃问责。,23,0,0
56,6,由于,cause,市场环境处于中央经济工作会议、经济数据披露空窗期、部委部署当年工作重点任务、地方政府两会及全国两会召开在即等系列事件，期间市场对政策预期或憧憬较高,73,1,58
56,6,由于,effect,一般或催生股市的春季躁动行情;,15,0,0
56,25,@,cause,,0,0,0
56,25,@,effect,,7,0,0
57,5,导致,cause,    由于元器件涨价及汇率波动导致采购成本增加，同时因提前预研5G等,35,7,16
57,5,导致,effect,投入增加，闻泰科技去年整体利润受到了一定影响，但从第四季度销售额、营业收入以及净利润等数据来看，公司业绩已出现积极拐点，第四季度盈利2.3亿元。,72,0,0
57,27,因此,cause,5G手机将在2020年起将逐步快速起量,19,0,0
57,27,因此,effect,闻泰科技原有的手机ODM业务将首先得益于5G手机渗透率的快速提升。,33,1,32
60,30,由于,cause,其强势的营销策略，让凯美瑞迅速蹿红,17,0,0
60,30,由于,effect,一度成为中国市场B级车的销量冠军。,17,0,0
60,34,由于,cause,和FF之间的摩擦逐渐升级，股价也是跌宕起伏,21,1,21
60,34,由于,effect,最低跌至6港元左右。,10,1,9
61,0,造成,cause,金融机构与企业之间信息不对称是,15,1,15
61,0,造成,effect,民营企业融资难、融资贵的重要原因。,17,1,11
61,12,由于,cause,但由于可选的担保产品有限，不少企业选择相互担保，,24,4,23
61,12,由于,effect,近年一些地方“担保链”风险事件频发。,18,1,17
61,13,@,cause,鉴于此，此次意见提出的“发挥国家融资担保基金引领作用，,27,0,0
61,13,@,effect,各地政府性融资担保体系建设和业务合作”一系列措施，是亟须之策也是长远之举。,37,0,0
61,14,@,cause,政府性融资担保机构的建立，可以起到分散结构性风险的,25,0,0
61,14,@,effect,，有效撬动金融机构对民营企业的支持。,18,0,0
61,17,@,cause,但这是一个长期的过程，唯有建立健全长效机制，将工作做好做实，才能有效缓解民营企业融资难、融资贵问题，增强微观主体活力，,59,0,0
61,17,@,effect,经济社会平稳健康发展。,11,0,0
62,0,@,cause,本报杭州4月3日电（张晓燕）4月3日，杭州市第十三届人民代表大会常务委员会第十八次会议审议,45,0,0
62,0,@,effect,，自2019年起将每年的9月26日设立为“工匠日”。,26,0,0
64,8,因此,cause,上周医药涨幅可谓一骑绝尘，因此出现了医药主题类基金霸榜的现象，但本周建材板块仅略有增长,43,1,43
64,8,因此,effect,基金收益TOP10并未有明显的“板块特征”。,22,1,21
64,20,@,cause,,0,0,0
64,20,@,effect,,45,0,0
66,1,@,cause,这种做法给抖音和微信的共同用户,15,0,0
66,1,@,effect,困扰，截止目前腾讯官方并没有公布封禁原因。,21,0,0
66,24,@,cause,5.第壹科技《抖音遭微信取消登录授权,18,0,0
66,24,@,effect,用户隐私安全大讨论》,10,0,0
67,0,@,cause,,0,0,0
67,0,@,effect,形成“用征信、助融资、促发展”的信用理念，解决小微与民营企业金融服务中的信息不对称问题，5月21日，人民银行在湖北武汉举行“征信服务小微与民营企业融资发展”全国宣传活动启动仪式。,89,0,0
67,2,@,cause,旨在集中性、全方位地展示征信体系支持小微和民营企业融资的重要,30,0,0
67,2,@,effect,，加深社会公众对征信的认识、理解和重视，在全社会营造良好信用环境。,33,0,0
68,22,由于,cause,城镇化发展,5,1,5
68,22,由于,effect,这些地区的居民其实是把三线城市作为居住的首选目标之一。,27,1,26
68,23,因为,cause,限购原因，购房机会减少,11,1,4
68,23,因为,effect,也可能来到三线城市买房。,12,0,0
68,25,在于,cause,从房价的角度看，赵先生称，今年房价会企稳，主要原因在于棚改货币化规模缩小且还建方式也发生了变化，由货币化补偿改为实物还房为主、货币化补偿为辅的方式，因此由棚改而催生的需求大大减少,89,28,47
68,25,在于,effect,萎缩。,3,0,0
68,31,@,cause,从楼盘售楼处来讲，盲目做促销不一定能带来交易量上升,25,0,0
68,31,@,effect,在节奏上也会稍缓一些。”,12,0,0
68,32,@,cause,“政策,3,0,0
68,32,@,effect,短期需求，房地产销售主要受按揭贷款和公积金贷款条件影响。”,29,0,0
68,40,@,cause,通过市场过滤机制的作用，将,13,0,0
68,40,@,effect,更多居民的住房条件得到改善。,14,0,0
69,15,由于,cause,无风险利率的下行有利于企业债券发行，叠加贷款核销和资产支持证券年底放量,35,1,35
69,15,由于,effect,社融未出现趋势性下行。,11,1,10
69,20,导致,cause,我们认为，M1增速依然存在继续下跌趋势，主要原因是三四线城市不再鼓励货币化安置，全国商品房销售增速下滑,51,41,51
69,20,导致,effect,的货币活化下降，伴随着调控政策，预计M1反弹概率较小。,27,2,7
69,23,@,cause,我们配置观点认为，债市方面最为看好利率债的配置机会，预计明年名义GDP增速继续下行，基本面因素,47,0,0
69,23,@,effect,了明年10年期国债走势仍是整体回落的，中枢预计为3.0%，底部2.8%左右。,38,0,0
71,1,@,cause,本届论坛主题为“科学文化路未来伦理路共同价值”，其意在于挖掘人类同游的科学精神，培育健康的科学文化，于现代科技高速发展进程中探究未来科技与社会伦理的和谐共生之道，,81,0,0
71,1,@,effect,人类共同价值的建构升华。,12,0,0
71,3,所以,cause,耶里尼克指出，对于新的前沿技术，人类面临着伦理方面的问题,28,8,28
71,3,所以,effect,需要把前沿技术和伦理放到一起讨论。,17,1,16
71,7,@,cause,比如我们今天听到了嘉宾在主旨演讲中讲到的生命科学、生物科学对人类,32,0,0
71,7,@,effect,的影响。,4,0,0
71,8,@,cause,所以可以看到，生物工程以及人工智能技术相互之间有一定的互动，并且它们可以对人类,39,0,0
71,8,@,effect,巨大的影响。,6,0,0
71,10,@,cause,耶里尼克还对记者表示，从科学的角度看，人越来越像是算法，我们将越来越多解码人类的基因组或者染色体，,49,0,0
71,10,@,effect,一些新发现，这些都是有一定特征可循的。,19,0,0
71,11,所以,cause,他最后指出，对于新的前沿技术，人类也面临着伦理方面的问题,28,7,28
71,11,所以,effect,需要把技术和伦理放到一起讨论。,15,1,14
71,12,使,cause,太和智库副理事长兼秘书长伊迪也对《每日经济新闻》记者表示，前沿科技包含很多，除了生物科技以外，包括人工智能、材料学、航天航空、量子科学，这都是前沿科技，,76,30,75
71,12,使,effect,我们聚焦在生命科技和人工智能，是这两种技术会对人类的伦理以及人类社会产生最直接的影响。,43,1,14
71,19,由于,cause,误解和彼此的忽视，以及文化的差异，我们都已经看到了所谓东西方的冲突和对比,36,1,16
71,19,由于,effect,而且不同的文化当中有不同的认知。,16,0,0
71,21,@,cause,我们不能说一定要把某一个国家的文明价值强加于他人,24,0,0
71,21,@,effect,我们看到所谓西方的自由世界，而中国是以人为本的一个社会。,28,0,0
71,25,促进,cause,他还指出，“一带一路”的确是一个很大的基础设施的倡议和工程，但也极大,34,6,29
71,25,促进,effect,了跨境人员的流动以及不同国家、不同文化之间的交流，与此同时，在这当中可能会有文化的冲突，这也会让人文交流变得更加重要。,59,2,58
72,0,引发,cause,2018年以来，武汉楼市因装修“货不对板、价格虚高”,26,9,26
72,0,引发,effect,过大规模舆论纷争。,9,2,8
72,11,因为,cause,周边二手房价格比新房贵很多，很多人都盯着新房，买中一套相当于赚了差价，就算交了房款后一个月才能签合同,50,1,13
72,11,因为,effect,大家都愿意。,6,0,0
72,13,因此,cause,,0,0,0
72,13,因此,effect,需要签“双合同”。,9,1,8
72,25,@,cause,当着众位业主，他表示，不退装修但可以退房，前提是按照合同执行，这是集团的最终,38,0,0
72,25,@,effect,。,1,0,0
72,27,因为,cause,集团方面很明确——退房可以,13,0,0
72,27,因为,effect,退装修不可能。,7,0,0
72,31,因为,cause,装修犹豫的,5,0,0
72,31,因为,effect,因为基本是买到就是赚到。,12,0,0
72,37,由于,cause,《文件》细则尚不明确,10,1,10
72,37,由于,effect,武汉多个层级部门也无法给出详细答复。,18,1,17
72,41,@,cause,你们应该签了两个合同，备案毛坯价格是,18,0,0
72,41,@,effect,全装修的定价。,7,0,0
72,52,只要,cause,合同本身不违反法律法规,11,1,11
72,52,只要,effect,那么两个合同之间的约定就是合法的。”,18,1,16
73,2,@,cause,针对网购存在的问题，张茅表示，市场监管总局要不断提高监管能力，坚持以网管网，充分发挥大数据等新技术的,50,0,0
73,2,@,effect,，发挥好第三方平台的主体作用，落实电子商务法、消费者权益保护法等内容。,35,0,0
73,24,@,cause,例如，吃枣补血，吃芹菜降血压，这些说法有很多，很多食品都有传统意义的保健作用，但是每个人的情况不同，这个,52,0,0
73,24,@,effect,要实事求是地介绍。,9,0,0
73,32,@,cause,同时，特别要加强科普宣传，,13,0,0
73,32,@,effect,消费者科学认知。,8,0,0
73,33,由于,cause,网购在给消费者带来便利的同时，由于交易在网络上完成，也给监管,30,17,25
73,33,由于,effect,了一些难度。,6,0,0
73,38,@,cause,对此，张茅指出，市场监管总局要不断提高监管能力，坚持以网管网，充分发挥大数据等新技术的,43,0,0
73,38,@,effect,，发挥好第三方平台的主体作用，落实电子商务法、消费者权益保护法等内容。,35,0,0
74,0,@,cause,,0,0,0
74,0,@,effect,,16,0,0
74,3,@,cause,"继去年昆山反杀案之后,近日,河北涞源的一起反杀案再次",26,0,0
74,3,@,effect,关注。,3,0,0
74,44,由于,cause,"王磊多次上门骚扰,家人也多次报警,为了防范其上门骚扰,还养了狗看家护院,自己的卧室里也准备了一些防身工具,必要时自卫",58,1,8
74,44,由于,effect,其中就包括当晚她拿出门的菜刀。,15,0,0
74,60,@,cause,,11,0,0
74,60,@,effect,,22,0,0
74,63,因此,cause,"还有,案发时其手段较为残忍,不计后果,这说明赵印芝长期受到受害人滋扰心中存满仇恨,家庭突遭变故是否会心生报复社会之心无法排除",62,42,62
74,63,因此,effect,无法保证其脱离羁押后不致发生社会危害。,19,1,18
74,64,因,cause,遭遇重大变,5,1,5
74,64,因,effect,"精神高度紧张,情绪不稳定,不排除有自杀倾向。",22,1,21
74,69,@,cause,此案经媒体报道后,8,0,0
74,69,@,effect,"广泛关注,保定市政法委高度重视并立即介入,最高检、最高法也在关注此案。",35,0,0
74,77,@,cause,"这件事,我的家庭和生活都被改变",15,0,0
74,77,@,effect,也没心情上学了”。,9,0,0
74,82,@,cause,"马上就要过年了,希望检察院作出不起诉",18,0,0
74,82,@,effect,",让自己的父母回家,一家人早日团圆,好好过个年。",24,0,0
76,2,@,cause,那么此次微信到底为我们,11,0,0
76,2,@,effect,了哪些新的改变呢？,9,0,0
76,15,由于,cause,微信表情太多,6,1,6
76,15,由于,effect,我们在查找使用上也会出现一定的困难。,18,1,17
76,17,@,cause,微信6.6.7为我们,10,0,0
76,17,@,effect,了表情的“最近使用”功能——微信会自动记录我们最近使用过的九个微信表情，再次使用的时候，不用一页一页的查找即可快速使用，非常方便。,65,0,0
76,18,所以,cause,不过遗憾的是，最近使用的表情这项功能尚不兼容“我的表情（表情包）”,33,8,33
76,18,所以,effect,，爱斗图的朋友可能需要等一等微信的后续更新了。,23,2,22
76,35,所以,cause,工具虽好用，但是使用的成本太高,15,1,15
76,35,所以,effect,这个功能也就一直属于极客的工具。,16,1,15
77,1,@,cause,数月的公开争吵与政治博弈没有,14,0,0
77,1,@,effect,共识，“脱欧”前途依然未卜。,14,0,0
77,5,只要,cause,议会通过脱欧“协议”,10,1,10
77,5,只要,effect,她就将在英国“脱欧”后辞去首相一职。,18,1,17
77,17,导致,cause,但是，议员们更多的是在利用议会辩论和投票权，为自己的党派或利益集团谋取私利，,38,23,37
77,17,导致,effect,“脱欧”死结难以解开。,11,1,10
